id	frequency	en	pos	es	nl
2045	4398	expand	v	expandir	uitbreiden
2046	4396	contemporary	a	contemporáneo	tijdgenoot
2047	4391	politician	n	político	politicus
2048	4391	back	v	espalda	terug
2049	4382	territory	n	territorio	gebied
2050	4382	championship	n	campeonato	kampioenschap
2051	4380	exception	n	excepción	uitzondering
2052	4379	thick	a	grueso	dik
2053	4377	inquiry	n	investigación	onderzoek
2054	4376	topic	n	tema	onderwerp
2055	4375	resident	n	residente	inwoner
2056	4374	transaction	n	transacción	transactie
2057	4373	parish	n	parroquia	parochie
2058	4367	supporter	n	seguidor	supporter
2059	4360	massive	a	masivo	massief
2060	4357	light	v	ligero	licht
2061	4352	unique	a	único	uniek
2062	4351	challenge	v	reto	uitdaging
2063	4350	inflation	n	inflación	inflatie
2064	4344	assistance	n	asistencia	bijstand
2065	4342	list	v	lista	lijst
2066	4342	identity	n	identidad	identiteit
2067	4341	suit	v	traje	pak
2068	4337	parliamentary	a	parlamentario	parlementair
2069	4333	unknown	a	desconocido	onbekend
2070	4332	preparation	n	preparación	voorbereiding
2071	4329	elect	v	electo	kiezen
2072	4329	badly	adv	mal	slecht
2073	4327	moreover	adv	además	bovendien
2074	4324	tie	v	Corbata	binden
2075	4323	cancer	n	cáncer	kanker
2076	4318	champion	n	campeón	kampioen
2077	4317	exclude	v	excluir	uitsluiten
2078	4314	review	v	revisión	beoordeling
2079	4314	licence	n	licencia	licentie
2080	4314	breakfast	n	desayuno	ontbijt
2081	4313	minority	n	minoría	minderheid
2082	4312	appreciate	v	apreciar	op prijs stellen
2083	4311	fan	n	ventilador	ventilator
2084	4307	chief	n	jefe	chef
2085	4305	accommodation	n	alojamiento	accommodatie
2086	4303	subsequent	a	subsecuente	volgend
2087	4302	democracy	n	democracia	democratie
2088	4300	brown	a	marrón	bruin
2089	4295	taste	n	gusto	smaak
2090	4290	crown	n	corona	kroon
2091	4289	permit	v	permiso	toestaan
2092	4285	buyer	n	comprador	koper
2093	4283	gift	n	regalo	gift
2094	4282	resolution	n	resolución	resolutie
2095	4282	angry	a	enojado	boos
2096	4277	metre	n	metro	meter
2097	4272	wheel	n	rueda	wiel
2098	4272	clause	n	cláusula	clausule
2099	4271	break	n	descanso	breken
2100	4263	tank	n	tanque	tank
2101	4262	benefit	v	beneficio	voordeel
2102	4258	engage	v	contratar	bezighouden
2103	4254	alive	a	viva	levend
2104	4252	complaint	n	queja	klacht
2105	4250	inch	n	pulgada	duim
2106	4250	firm	a	firma	firma
2107	4249	abandon	v	abandonar	in de steek laten
2108	4248	blame	v	culpa	de schuld geven
2109	4246	clean	v	limpiar	schoon
2110	4241	quote	v	citar	citaat
2111	4239	yours	pron	tuya	de jouwe
2112	4238	quantity	n	cantidad	aantal stuks
2113	4234	rule	v	regla	regel
2114	4233	guilty	a	culpable	schuldig
2115	4224	prior	a	anterior	voorafgaand
2116	4213	round	a	redondo	ronde
2117	4212	eastern	a	oriental	oostelijk
2118	4212	coat	n	capa	jas
2119	4211	involvement	n	enredo	betrokkenheid
2120	4209	tension	n	tensión	spanning
2121	4201	diet	n	dieta	dieet
2122	4196	enormous	a	enorme	enorm
2123	4195	score	n	Puntuación	partituur
2124	4190	rarely	adv	raramente	zelden
2125	4187	prize	n	premio	prijs
2126	4180	remaining	a	restante	overblijvende
2127	4179	significantly	adv	significativamente	aanzienlijk
2128	4177	glance	v	vistazo	oogopslag
2129	4177	dominate	v	dominar	heersen
2130	4174	trust	v	confianza	vertrouwen
2131	4172	naturally	adv	naturalmente	van nature
2132	4172	interpret	v	interpretar	interpreteren
2133	4163	land	v	tierra	land-
2134	4163	frame	n	marco	montuur
2135	4161	extension	n	extensión	uitbreiding
2136	4155	mix	v	mezcla	mengen
2137	4153	spokesman	n	portavoz	woordvoerder
2138	4151	friendly	a	amistoso	vriendelijk
2139	4151	acknowledge	v	reconocer	erkennen
2140	4150	register	v	registro	registreren
2141	4150	regime	n	régimen	regime
2142	4149	fault	n	culpa	fout
2143	4148	mine	pron	mía	de mijne
2144	4146	dispute	n	disputa	geschil
2145	4143	grass	n	césped	gras
2146	4140	quietly	adv	tranquilamente	zachtjes
2147	4139	decline	n	disminución	afwijzen
2148	4135	dismiss	v	despedir	ontslaan
2149	4135	delivery	n	entrega	levering
2150	4135	complain	v	quejar	klagen
2151	4134	conservative	n	conservador	conservatief
2152	4131	shift	v	cambio	verschuiving
2153	4125	port	n	Puerto	haven
2154	4125	beach	n	playa	strand
2155	4121	string	n	cuerda	draad
2156	4120	depth	n	profundidad	diepte
2157	4118	unusual	a	raro	ongebruikelijk
2158	4118	travel	n	viajar	reizen
2159	4117	pilot	n	piloto	piloot
2160	4117	obligation	n	obligación	verplichting
2161	4112	gene	n	gene	gen
2162	4111	yellow	a	amarillo	geel
2163	4110	republic	n	república	republiek
2164	4108	shadow	n	sombra	schaduw
2165	4106	dear	a	querido	Geachte
2166	4106	analyse	v	analizar	analyseren
2167	4105	anywhere	adv	en cualquier sitio	overal
2168	4104	average	n	promedio	gemiddelde
2169	4103	phrase	n	frase	uitdrukking
2170	4103	long-term	a	a largo plazo	langetermijn
2171	4103	crew	n	tripulación	bemanning
2172	4101	lucky	a	suerte	Lucky
2173	4094	restore	v	restaurar	herstellen
2174	4083	convince	v	convencer	overtuigen
2175	4081	coast	n	costa	kust
2176	4080	engineer	n	ingeniero	ingenieur
2177	4079	heavily	adv	fuertemente	hard
2178	4078	extensive	a	extenso	uitgebreid
2179	4075	glad	a	alegre	blij
2180	4073	charity	n	caridad	goed doel
2181	4070	oppose	v	oponerse a	zich verzetten tegen
2182	4065	defend	v	defender	verdedigen
2183	4061	alter	v	alterar	wijzigen
2184	4059	warning	n	advertencia	waarschuwing
2185	4059	arrest	v	arrestar	arresteren
2186	4052	framework	n	marco de referencia	kader
2187	4050	approval	n	aprobación	goedkeuring
2188	4048	bother	v	molestia	dwars zitten
2189	4047	novel	n	novela	roman
2190	4047	accuse	v	acusar	beschuldigen
2191	4042	surprised	a	sorprendido	verwonderd
2192	4041	currency	n	moneda	valuta
2193	4038	restrict	v	restringir	beperken
2194	4038	possess	v	poseer	bezitten
2195	4038	moral	a	moral	Moreel
2196	4037	protein	n	proteína	eiwit
2197	4033	distinguish	v	distinguir	onderscheiden
2198	4030	gently	adv	suavemente	voorzichtig
2199	4027	reckon	v	contar	rekenen
2200	4027	incorporate	v	incorporar	nemen
2201	4022	proceed	v	proceder	doorgaan
2202	4021	assist	v	ayudar	helpen
2203	4018	sure	adv	Por supuesto	zeker
2204	4018	stress	v	estrés	spanning
2205	4015	justify	v	justificar	rechtvaardigen
2206	4012	behalf	n	favor	namens
2207	4011	councillor	n	concejal	raadslid
2208	4006	setting	n	ajuste	omgeving
2209	4004	command	n	mando	opdracht
2210	4001	maintenance	n	mantenimiento	onderhoud
2211	3997	stair	n	escalera	trap
2212	3997	poem	n	poema	gedicht
2213	3996	chest	n	pecho	borst
2214	3990	like	adv	me gusta	graag willen
2215	3986	secret	n	secreto	geheim
2216	3984	restriction	n	restricción	beperking
2217	3984	efficient	a	eficiente	doeltreffend
2218	3983	suspect	v	sospechar	verdachte
2219	3981	hat	n	sombrero	hoed
2220	3980	tough	a	difícil	taai
2221	3979	firmly	adv	firmemente	stevig
2222	3973	willing	a	complaciente	gewillig
2223	3972	healthy	a	saludable	gezond
2224	3972	focus	n	atención	focus
2225	3967	construct	v	construir	construeren
2226	3963	occasionally	adv	de vez en cuando	af en toe
2227	3962	mode	n	modo	mode
2228	3957	saving	n	ahorro	besparing
2229	3957	comfortable	a	cómodo	comfortabel
2230	3957	camp	n	acampar	kamp
2231	3954	trade	v	comercio	handel
2232	3951	export	n	exportar	exporteren
2233	3950	wake	v	despertar	wekken
2234	3950	partnership	n	asociación	vennootschap
2235	3947	daily	a	diariamente	dagelijks
2236	3941	abroad	adv	en el extranjero	Buitenland
2237	3939	profession	n	profesión	beroep
2238	3933	load	n	carga	laden
2239	3933	countryside	n	campo	platteland
2240	3930	boot	n	bota	bagageruimte
2241	3928	mostly	adv	principalmente	meestal
2242	3924	sudden	a	repentino	plotseling
2243	3924	implement	v	implementar	uitvoeren
2244	3923	reputation	n	reputación	reputatie
2245	3923	print	v	impresión	afdrukken
2246	3922	calculate	v	calcular	berekenen
2247	3920	keen	a	afilado	scherp
2248	3920	guess	v	adivinar	raden
2249	3917	recommendation	n	recomendación	aanbeveling
2250	3917	autumn	n	otoño	herfst
2251	3916	conventional	a	convencional	conventioneel
2252	3913	cope	v	capa pluvial	het hoofd te bieden
2253	3913	constitute	v	constituir	vormen
2254	3901	poll	n	encuesta	poll
2255	3894	voluntary	a	voluntario	vrijwillig
2256	3886	valuable	a	valioso	waardevol
2257	3882	recovery	n	recuperación	herstel
2258	3882	cast	v	emitir	gegoten
2259	3881	premise	n	premisa	premisse
2260	3880	resolve	v	resolver	oplossen
2261	3871	regularly	adv	regularmente	regelmatig
2262	3868	solve	v	resolver	oplossen
2263	3863	plaintiff	n	demandante	eiser
2264	3859	critic	n	crítico	criticus
2265	3858	agriculture	n	agricultura	landbouw
2266	3856	ice	n	hielo	ijs-
2267	3854	constitution	n	constitución	grondwet
2268	3852	communist	n	comunista	communist
2269	3845	layer	n	capa	laag
2270	3842	recession	n	recesión	recessie
2271	3841	slight	a	leve	gering
2272	3837	dramatic	a	dramático	dramatisch
2273	3835	golden	a	dorado	gouden
2274	3833	temporary	a	temporal	tijdelijk
2275	3833	suit	n	traje	pak
2276	3828	shortly	adv	dentro de poco	binnenkort
2277	3824	initially	adv	inicialmente	eerste
2278	3815	arrival	n	llegada	aankomst
2279	3809	protest	n	protesta	protest
2280	3799	resistance	n	resistencia	weerstand
2281	3798	silent	a	silencio	stil
2282	3798	presentation	n	presentación	presentatie
2283	3796	soul	n	alma	ziel
2284	3795	self	n	yo	zelf
2285	3795	judgment	n	juicio	oordeel
2286	3795	feed	v	alimentar	eten geven
2287	3792	muscle	n	músculo	spier
2288	3790	shareholder	n	accionista	aandeelhouder
2289	3790	opposite	a	opuesto	tegenover
2290	3789	pollution	n	contaminación	verontreiniging
2291	3786	wealth	n	riqueza	rijkdom
2292	3782	video-taped	a	filmado con una videocámara	-Video-opnames
2293	3781	kingdom	n	Reino	koninkrijk
2294	3780	bread	n	pan de molde	brood
2295	3779	perspective	n	perspectiva	perspectief
2296	3775	camera	n	cámara	camera
2297	3774	prince	n	Príncipe	prins
2298	3774	illness	n	enfermedad	ziekte
2299	3773	cake	n	pastel	cake
2300	3772	meat	n	carne	vlees
2301	3771	submit	v	enviar	voorleggen
2302	3771	ideal	a	ideal	ideaal
2303	3768	relax	v	relajarse	kom tot rust
2304	3766	penalty	n	pena	boete
2305	3764	purchase	v	compra	aankoop
2306	3762	tired	a	cansado	moe
2307	3762	beer	n	cerveza	bier
2308	3760	specify	v	especificar	specificeren
2309	3758	short	adv	corto	kort
2310	3758	monitor	v	monitor	monitor
2311	3758	electricity	n	electricidad	elektriciteit
2312	3755	specifically	adv	específicamente	specifiek
2313	3753	bond	n	enlace	obligatie
2314	3748	statutory	a	estatutario	wettelijk voorgeschreven
2315	3748	laboratory	n	laboratorio	laboratorium
2316	3745	federal	a	federal	federaal
2317	3744	captain	n	capitán	gezagvoerder
2318	3741	deeply	adv	profundamente	diep
2319	3739	pour	v	verter	gieten
2320	3739	boss	n	jefe	baas
2321	3738	creature	n	criatura	schepsel
2322	3735	urge	v	impulso	drang
2323	3733	locate	v	localizar	bevind zich
2324	3732	being	n	siendo	wezen
2325	3729	struggle	v	lucha	worstelen
2326	3727	lifespan	n	esperanza de vida	levensduur
2327	3727	flat	a	plano	vlak
2328	3716	valley	n	Valle	vallei
2329	3712	like	a	me gusta	graag willen
2330	3708	guard	n	Guardia	bewaker
2331	3707	emergency	n	emergencia	noodgeval
2332	3706	dark	n	oscuro	donker
2333	3703	bomb	n	bomba	bom
2334	3700	dollar	n	dólar	dollar
2335	3698	efficiency	n	eficiencia	rendement
2336	3696	mood	n	estado animico	humeur
2337	3696	convert	v	convertir	converteren
2338	3691	possession	n	posesión	bezit
2339	3690	marketing	n	márketing	afzet
2340	3689	please	v	Por favor	alsjeblieft
2341	3680	habit	n	hábito	gewoonte
2342	3677	subsequently	adv	después	hierop volgend
2343	3672	round	n	redondo	ronde
2344	3671	purchase	n	compra	aankoop
2345	3665	sort	v	ordenar	soort
2346	3654	outside	a	fuera de	buiten
2347	3654	gradually	adv	gradualmente	geleidelijk
2348	3652	expansion	n	expansión	uitbreiding
2349	3651	competitive	a	competitivo	competitief
2350	3648	co-operation	n	cooperación	Did you mean: 'cooperation'
2351	3647	acceptable	a	aceptable	aanvaardbaar
2352	3644	angle	n	ángulo	hoek
2353	3642	cook	v	cocinar	koken
2354	3637	net	a	red	netto-
2355	3636	sensitive	a	sensible	gevoelig
2356	3635	ratio	n	proporción	verhouding
2357	3633	kiss	v	Beso	kus
2358	3633	amount	v	cantidad	bedrag
2359	3632	sleep	n	dormir	slaap
2360	3631	finance	v	financiar	financiën
2361	3631	essentially	adv	esencialmente	in wezen
2362	3630	fund	v	fondo	fonds
2363	3629	preserve	v	preservar	behouden
2364	3621	wedding	n	Boda	huwelijk
2365	3621	personality	n	personalidad	persoonlijkheid
2366	3620	bishop	n	obispo	bisschop
2367	3619	dependent	a	dependiente	afhankelijk
2368	3614	landscape	n	paisaje	landschap
2369	3613	pure	a	puro	zuiver
2370	3613	mirror	n	espejo	spiegel
2371	3613	lock	v	bloquear	slot
2372	3612	symptom	n	síntoma	symptoom
2373	3612	promotion	n	promoción	bevordering
2374	3608	global	a	global	globaal
2375	3607	aside	adv	aparte	terzijde
2376	3606	tendency	n	tendencia	neiging
2377	3603	conservation	n	conservación	gesprek
2378	3601	reply	n	respuesta	antwoord
2379	3599	estimate	n	estimar	schatting
2380	3598	qualification	n	calificación	kwalificatie
2381	3598	pack	v	paquete	pak
2382	3598	governor	n	gobernador	gouverneur
2383	3594	expected	a	esperado	verwacht
2384	3592	invest	v	invertir	investeren
2385	3592	cycle	n	ciclo	fiets
2386	3592	alright	a	bien	in orde
2387	3590	philosophy	n	filosofía	filosofie
2388	3590	gallery	n	galería	galerij
2389	3588	sad	a	triste	verdrietig
2390	3585	intervention	n	intervención	interventie
2391	3583	emotional	a	emocional	emotioneel
2392	3582	advertising	n	publicidad	reclame
2393	3579	regard	n	considerar	beschouwen
2394	3579	dance	v	baile	dans
2395	3579	cigarette	n	cigarrillo	sigaret
2396	3578	predict	v	predecir	voorspellen
2397	3571	adequate	a	adecuado	voldoende
2398	3564	variable	n	variable	veranderlijk
2399	3563	net	n	red	netto-
2400	3560	retire	v	jubilarse	met pensioen gaan
2401	3556	sugar	n	Azúcar	suiker
2402	3556	pale	a	pálido	verbleken
2403	3556	frequency	n	frecuencia	frequentie
2404	3551	guy	n	chico	kerel
2405	3550	feature	v	característica	voorzien zijn van
2406	3549	furniture	n	mueble	meubilair
2407	3548	administrative	a	administrativo	administratief
2408	3547	wooden	a	de madera	houten
2409	3542	input	n	entrada	invoer
2410	3541	phenomenon	n	fenómeno	fenomeen
2411	3540	surprising	a	sorprendente	verrassend
2412	3540	jacket	n	chaqueta	jas
2413	3540	actor	n	actor	acteur
2414	3539	kick	v	patada	trap
2415	3538	producer	n	productor	producent
2416	3536	hearing	n	audición	gehoor
2417	3535	chip	n	chip	spaander
2418	3533	equation	n	ecuación	vergelijking
2419	3533	certificate	n	certificado	certificaat
2420	3530	hello	interjection	Hola	Hallo
2421	3525	remarkable	a	notable	opmerkelijk
2422	3518	alliance	n	Alianza	bondgenootschap
2423	3516	smoke	v	fumar	rook
2424	3516	awareness	n	conciencia	bewustzijn
2425	3514	throat	n	garganta	keel
2426	3512	discovery	n	descubrimiento	ontdekking
2427	3511	festival	n	festival	festival
2428	3503	dance	n	baile	dans
2429	3502	promise	n	promesa	belofte
2430	3500	rose	n	Rosa	roos
2431	3498	principal	a	director de escuela	principaal
2432	3498	brilliant	a	brillante	briljant
2433	3494	proposed	a	propuesto	voorgestelde
2434	3489	coach	n	entrenador	trainer
2435	3489	absolute	a	absoluto	absoluut
2436	3488	drama	n	drama	drama
2437	3486	recording	n	grabación	opname
2438	3486	precisely	adv	precisamente	precies
2439	3484	bath	n	bañera	bad
2440	3481	celebrate	v	celebrar	vieren
2441	3480	substance	n	sustancia	stof
2442	3474	swing	v	oscilación	schommel
2443	3474	for	adv	para	voor
2444	3471	rapid	a	rápido	snel
2445	3470	rough	a	áspero	ruw
2446	3467	investor	n	inversor	investeerder
2447	3464	fire	v	fuego	brand
2448	3463	rank	n	rango	rang
2449	3461	compete	v	competir	concurreren
2450	3460	sweet	a	dulce	zoet
2451	3459	decline	v	disminución	afwijzen
2452	3457	rent	n	alquilar	huur
2453	3457	dealer	n	comerciante	handelaar
2454	3453	bend	v	curva	bocht
2455	3450	solid	a	sólido	solide
2456	3448	cloud	n	nube	wolk
2457	3439	across	adv	a través de	aan de overkant
2458	3434	level	a	nivel	niveau
2459	3430	enquiry	n	investigación	onderzoek
2460	3429	fight	n	lucha	strijd
2461	3428	abuse	n	abuso	misbruik
2462	3426	golf	n	golf	golf
2463	3423	guitar	n	guitarra	gitaar
2464	3422	electronic	a	electrónico	elektronisch
2465	3422	cottage	n	cabaña	huisje
2466	3419	scope	n	alcance	strekking
2467	3419	pause	v	pausa	pauze
2468	3418	mixture	n	mezcla	mengsel
2469	3418	emotion	n	emoción	emotie
2470	3415	comprehensive	a	exhaustivo	uitgebreid
2471	3414	shirt	n	camisa	overhemd
2472	3411	allowance	n	tolerancia	toelage
2473	3407	retirement	n	Jubilación	pensioen
2474	3407	breach	n	incumplimiento	schending
2475	3405	infection	n	infección	infectie
2476	3402	resist	v	resistir	weerstand bieden
2477	3401	qualify	v	calificar	kwalificeren
2478	3401	paragraph	n	párrafo	paragraaf
2479	3400	sick	a	enfermos	ziek
2480	3399	near	a	cerca	in de buurt
2481	3396	researcher	n	investigador	onderzoeker
2482	3394	consent	n	consentimiento	toestemming
2483	3390	written	a	escrito	geschreven
2484	3385	literary	a	literario	literair
2485	3385	ill	a	enfermo	ziek
2486	3384	wet	a	mojado	nat
2487	3383	lake	n	lago	meer
2488	3375	entrance	n	Entrada	Ingang
2489	3374	peak	n	pico	hoogtepunt
2490	3373	successfully	adv	exitosamente	met succes
2491	3372	sand	n	arena	zand
2492	3372	breathe	v	respirar	ademen
2493	3371	cold	n	frío	koude
2494	3368	cheek	n	mejilla	wang
2495	3366	platform	n	plataforma	platform
2496	3361	interaction	n	Interacción	wisselwerking
2497	3356	need	modal	necesitar	nodig hebben
2498	3354	watch	n	reloj	kijk maar
2499	3353	borrow	v	pedir prestado	lenen
2500	3352	birthday	n	cumpleaños	verjaardag
2501	3350	knife	n	cuchillo	mes
2502	3350	extreme	a	extremo	extreem
2503	3346	core	n	núcleo	kern
2504	3345	peasant	n	campesino	Boer
2505	3344	armed	a	armado	gewapend
2506	3343	permission	n	permiso	toestemming
2507	3339	supreme	a	supremo	opperst
2508	3339	overcome	v	superar	overwinnen
2509	3335	greatly	adv	muy	zeer
2510	3334	visual	a	visual	zichtbaar
2511	3331	lad	n	muchacho	jongen
2512	3330	genuine	a	auténtico	oprecht
2513	3325	personnel	n	personal	personeel
2514	3323	judgement	n	juicio	oordeel
2515	3323	exciting	a	emocionante	opwindend
2516	3321	stream	n	corriente	stroom
2517	3320	perception	n	percepción	perceptie
2518	3320	guarantee	v	garantía	garantie
2519	3318	disaster	n	desastre	ramp
2520	3317	darkness	n	oscuridad	duisternis
2521	3316	bid	n	oferta	bod
2522	3309	sake	n	motivo	sake
2523	3309	organize	v	organizar	organiseren
2524	3306	tourist	n	turista	toerist
2525	3306	policeman	n	policía	politieagent
2526	3305	castle	n	castillo	kasteel
2527	3301	figure	v	figura	figuur
2528	3295	race	v	carrera	race
2529	3294	demonstration	n	demostración	demonstratie
2530	3291	anger	n	enfado	boosheid
2531	3280	briefly	adv	brevemente	kort
2532	3279	presumably	adv	presumiblemente	vermoedelijk
2533	3279	clock	n	reloj	klok
2534	3276	hero	n	héroe	held
2535	3276	expose	v	exponer	blootstellen
2536	3276	custom	n	personalizado	gewoonte
2537	3263	maximum	a	máximo	maximum
2538	3261	wish	n	deseo	wens
2539	3260	earning	n	ganador	verdiencapaciteit
2540	3256	priest	n	sacerdote	priester
2541	3255	resign	v	Renunciar	ontslag nemen
2542	3253	store	v	almacenar	op te slaan
2543	3247	widespread	a	extendido	wijd verspreid
2544	3247	comprise	v	comprender	omvatten
2545	3245	chamber	n	cámara	kamer
2546	3245	acquisition	n	adquisición	acquisitie
2547	3244	involved	a	involucrado	betrokken
2548	3242	confident	a	confidente	zelfverzekerd
